Platform,Project,Source,Asset,Database_Dataset,Table_Name,Table_Size_GB,File_Path_HDFS,Link_Script_Notebook,Link_Pipeline_Orchestration
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,District_Districts,0.00009918164,,DBT ssh 10.252.165.60,http://10.252.136.230:8080/dags/dragon_L2/grid
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,District_Provinces,0.00000762890,,DBT ssh 10.252.165.60,http://10.252.136.230:8080/dags/dragon_L2/grid
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,District_SubDistricts,0.00106811523,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/68e80ee4-01bf-4da3-b25d-1a68a5a000ba?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/pipelines/f8e10948-de02-4dd5-8e2b-3e0f0f4ab9b9?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,District_Villages,0.01745605468,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/68e80ee4-01bf-4da3-b25d-1a68a5a000ba?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/pipelines/f8e10948-de02-4dd5-8e2b-3e0f0f4ab9b9?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,GoodReceipt_GoodsReceiptPartLocations,1.01203155468,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,GoodReceipt_GoodsReceiptParts,1.38854217480,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,GoodReceipt_GoodsReceipts,0.54325866699,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,GoodReceipt_ShippingListParts,1.32173919628,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,GoodReceipt_ShippingLists,0.58143615722,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueAccountingDatas,14.64385223339,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueAttributes,0.00141143750,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueDealerDatas,17.94943237304,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueDealerMappings,12.56387329101,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CataloguePartCategories,0.00003814648,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/88efa6b2-eec5-432c-abcd-36d713b1d0e8?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueParts,0.01367950390,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueSOSummaries,1.56072235058,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueStockPartSnapshots,10.07392120312,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueStockParts,0.68476104687,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueUnitColors,0.00092315625,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/68e80ee4-01bf-4da3-b25d-1a68a5a000ba?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/pipelines/f8e10948-de02-4dd5-8e2b-3e0f0f4ab9b9?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_CatalogueUnits,0.00057220410,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_Catalogues,0.01926422070,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Inventory_PartDemands,0.26567840527,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Logistic_LogisticMovementTypes,0.00,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Marketing_ApprovalHistory,1.07249450683,,DBT ssh 10.252.165.60,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Marketing_Campaigns,0.00000762890,,DBT ssh 10.252.165.60,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Marketing_ContractBudgets,0.00431823730,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Marketing_Contracts,0.01374053906,,DBT ssh 10.252.165.60,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Marketing_Terms,2.97386932324,,DBT ssh 10.252.165.60,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Procurement_LeadTimes,0.00003814648,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/68e80ee4-01bf-4da3-b25d-1a68a5a000ba?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/pipelines/f8e10948-de02-4dd5-8e2b-3e0f0f4ab9b9?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Procurement_PurchaseOrderParts,0.00001525878,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/88efa6b2-eec5-432c-abcd-36d713b1d0e8?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Procurement_PurchaseOrders,0.41473388671,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,UnitSales_Billing,1.61347961425,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,UnitSales_DiscountLimits,0.02758026074,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,UnitSales_SPK,7.64749145507,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,UnitSales_SPKDiscountRequest,5.46919250488,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,UnitSales_SPKUnitDetailPromos,2.21402740429,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,UnitSales_SPKUnitDetails,7.94011688183,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workforce_Positions,0.00005340527,,DBT ssh 10.252.165.60,http://10.252.136.230:8080/dags/dragon_L2/grid
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workforce_Staff,0.02168273925,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/cc8bfde7-bcc5-4ec5-9f4f-b8421ce955aa?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workforce_Users,0.02685546875,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workplace_BinLocations,18.23198699902,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workplace_Companies,0.00000762890,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workplace_Dealers,0.00174713085,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/88efa6b2-eec5-432c-abcd-36d713b1d0e8?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workplace_GroupDealers,0.00020599316,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/63985822-1c34-469a-a55f-39c0af766470?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workplace_MappingHsoDealerCodes,0.00000762890,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/68e80ee4-01bf-4da3-b25d-1a68a5a000ba?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/pipelines/f8e10948-de02-4dd5-8e2b-3e0f0f4ab9b9?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer
Fabric,Star,Fabric,Data Landing,L1_STAR_AZURE,Workplace_Warehouses,0.02075958203,,https://app.fabric.microsoft.com/groups/361ae196-2700-41ad-b660-0cec99183102/synapsenotebooks/5ecda482-4095-47aa-88c4-9a48db000b15?ctid=ca06aaa2-e01f-4e0c-9567-f2256f398023&experience=fabric-developer,
Fabric,Star,Fabric,Data Landing,L2_STAR_CONTEXTUAL,star_spkdetails,,,DBT ssh 10.252.165.60,
Fabric,Star,Fabric,Data Landing,L2_STAR_CONTEXTUAL,star_spkheaders,,,DBT ssh 10.252.165.60,
Fabric,Dragon,Excel,Data Landing,L3_DM_SDUE,sdue_master_dataid,0.000002,,-,
Fabric,Dragon,SAP,Data Landing,L3_DM_SMARTSTOCK,zpygsdr00059,0.842624,,,so2w_smartstock - Grid - Airflow
Fabric,Dragon,SAP,Data Landing,L3_DM_SMARTSTOCK,zpygsdr00263,0.075526,,,so2w_smartstock - Grid - Airflow
SAP Data Services. HANA EE,Falcon,AHASS. PSS. SAP RFC,Data Landing,CDPHIVE.opr_ast_so2w_wh_dl,falcon_smi,,,-,falcon
SAP Data Services. HANA EE,Falcon,AHASS. PSS. SAP RFC,Data Landing,CDPHIVE.opr_ast_so2w_wh_dl,falcon_smi_backup,,,-,falcon
Synapse,Dragon,API PBI,Data Landing,-,UserAzureAD,,,PRD_Utilisasi_Dragon,PRD_UtilisasiDragon
Synapse,Dragon,SAP,Data Landing,-,zpygdo00004_ustk2,2887.054069,,-,dragon_ustk2
Synapse,Dragon,File,Data Landing,Datamart_DRAGON,[opr_ast_so2w_wh_di].[pcd_h3_upload_file],0.00137,,PRD_PCD_H3_Upload_File,By Schedule on Synapse
Synapse,Dragon,File,Data Landing,Datamart_DRAGON,[opr_ast_so2w_wh_di].[targetsalesinout_file],0.000001065,,TargetSalesInOut_File,By Schedule on Synapse
Synapse,Dragon,File,Data Landing,Datamart_DRAGON,[opr_ast_so2w_wh_dl].[target_lcr_file],-,,Target_LCR_File,By Schedule on Synapse
Synapse,Dragon,Cloudera,Data Landing,Datamart_DRAGON,[opr_ast_so2w_wh_dm].[workdaysakumulatif],0.0000662,,Deploy_WorkDaysAkumulatif,By Schedule on Synapse
Synapse,Dragon,SAP,Data Landing,Datamart_UNION,[opr_ast_sap_wh_di].[zpygsdi00045_pssu],,,SAP_PSSU,By Schedule on Synapse
Synapse,Star,Synapse,Data Landing,STARAssistLanding,[opr_ast_star_wh_di].[Finance_GeneralLedgerDocumentItems],,,https://web.azuresynapse.net/en/authoring/analyze/notebooks/Report%20Closing%20Reconcile?workspace=%2Fsubscriptions%2F9647a9dd-07e0-4fff-b88f-553ee3243087%2FresourceGroups%2FHSOStarPrdSea%2Fproviders%2FMicrosoft.Synapse%2Fworkspaces%2Fhsostarprdseasynapse,
Synapse,Star,Synapse,Data Landing,STARAssistLanding,[opr_ast_star_wh_di].[Finance_GeneralLedgerDocuments],,,https://web.azuresynapse.net/en/authoring/analyze/notebooks/Report%20Closing%20Reconcile?workspace=%2Fsubscriptions%2F9647a9dd-07e0-4fff-b88f-553ee3243087%2FresourceGroups%2FHSOStarPrdSea%2Fproviders%2FMicrosoft.Synapse%2Fworkspaces%2Fhsostarprdseasynapse,
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Bookings_Bookings,3.77846,,STARLanding_Bookings,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Configuration_ConfigAssociations,0.003473,,STARLanding_Configuration,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_Activities,0.081963,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_ActivityLeadsAssignments,463.196875,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_ActivityLeadsFollowUpHistories,3.241335,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_ActivityLeadsFollowUpItemInterests,2.760768,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_ActivityLeadsFollowUps,8.690553,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_ActivityLeadsTransactions,79.676535,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_ActivityTypes,0.000071,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_FollowUpMethodResults,0.000032,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_FollowUpMethods,0.000023,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_FollowUpReasons,0.000021,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_Kpis,0.000029,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_Leads,103.869345,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_LeadsIncomings,10.616741,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_LeadsInterestDatas,3.722057,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_LeadsTemp,22.310099,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_ScenarioDestinations,0.000018,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_Scenarios,0.225549,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Crm_Scenarios_FIX,0.225549,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Customer_CustomerAddresses,10.712129,,STARLanding_Customer,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Customer_CustomerIdentifications,5.475659,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Customer_CustomerProspects,103.945289,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Customer_Customers,55.953799,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Customer_FollowUpHistories,3.681539,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Customer_OccupationHsos,0.000006,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Customer_SourceOfProspectHsos,0.00013,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Customer_TermOfPayments,0.000008,,STARLanding_Crm,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Delivery_DeliveryPlans,2.221149,,STARLanding_Delivery,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Delivery_DocumentPrintings,2.346009,,STARLanding_Delivery,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.District_Districts,0.000147,,STARLanding_District,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.District_MainDistricts,0.000147,,STARLanding_District,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.District_Provinces,0.000084,,STARLanding_District,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.District_SubDistricts,0.000569,,STARLanding_District,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.District_Villages,0.008924,,STARLanding_District,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_BankReportTagIds,4.551091,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_BankReports,0.547502,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_BillingViewModels,3.332799,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_CashBanks,0.000945,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_CashReportTagIds,2.679278,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_CashReports,0.81113,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_CustomerGroupViewModels,0.000006,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_CustomerSalesAreaViewModels,157.544929,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_DivisionViewModels,0.000199,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_GeneralLedgerAccounts,0.000649,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_GeneralLedgerDocumentItems,34.533067,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_GeneralLedgerDocuments,18.212498,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_IncomingPaymentAllocationItems,1.55301,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_IncomingPaymentAllocations,2.62262,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_IncomingPaymentItems,32.558911,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_IncomingPayments,26.90514,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_InvoiceLeasingHistories,0.539266,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_InvoiceLeasingManuals,4.242791,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_InvoiceLeasingSearches,6.178463,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_InvoiceLeasings,5.590345,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_NpHeaders,0.000964,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_OutgoingPaymentItems,6.554448,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_OutgoingPayments,5.44036,,STARLanding_Finance,STARLanding_PROD
Synapse,Dragon,STAR,Data Landing,STARLanding,opr_ast_star_wh_di.Finance_TransactionDocuments,116.071187,,STARLanding_Finance,STARLanding_PROD
